GG	1	500	13259.5
GG	2	500	22253.0
GG	3	500	22406.0
GG	4	500	20744.0
GG	5	500	30558.5
GG	6	500	13340.0
GG	7	500	14979.5
GG	8	500	20139.0
GG	9	500	14525.5
GG	10	500	17759.5
GG	11	500	25805.5
GG	12	500	15805.5
GG	13	500	19769.0
GG	14	500	13929.5
GG	15	500	14348.0
GG	16	500	31656.0
GG	17	500	19625.5
GG	18	500	16613.5
GG	19	500	25546.5
GG	20	500	21884.5
GG	21	500	15999.5
GG	22	500	27433.5
GG	23	500	35525.0
GG	24	500	20991.5
GG	25	500	19148.0
GG	26	500	12101.5
GG	27	500	17493.0
GG	28	500	23797.5
GG	29	500	14490.5
GG	30	500	24218.0
GG	31	500	20371.0
GG	32	500	19517.5
GG	33	500	17138.0
GG	34	500	20089.0
GG	35	500	14553.0
GG	36	500	13642.5
GG	37	500	27226.0
GG	38	500	18234.5
GG	39	500	14091.5
GG	40	500	17214.0
GG	41	500	17220.5
GG	42	500	20173.5
GG	43	500	17672.5
GG	44	500	14096.5
GG	45	500	21403.0
GG	46	500	20418.0
GG	47	500	18004.0
GG	48	500	16543.5
GG	49	500	16614.5
GG	50	500	13769.5
GG	51	500	27030.5
GG	52	500	15867.5
GG	53	500	13527.5
GG	54	500	20730.5
GG	55	500	14759.5
GG	56	500	13358.5
GG	57	500	18328.0
GG	58	500	18722.5
GG	59	500	21920.5
GG	60	500	27275.5
GG	61	500	13832.5
GG	62	500	15506.0
GG	63	500	18237.0
GG	64	500	16529.0
GG	65	500	14240.0
GG	66	500	14006.5
GG	67	500	12988.5
GG	68	500	13143.5
GG	69	500	17512.0
GG	70	500	14713.5
GG	71	500	17750.5
GG	72	500	15914.0
GG	73	500	18384.0
GG	74	500	25616.5
GG	75	500	24678.5
GG	76	500	21480.5
GG	77	500	24150.0
GG	78	500	17745.0
GG	79	500	17922.5
GG	80	500	16147.5
GG	81	500	24192.0
GG	82	500	13300.0
GG	83	500	13590.0
GG	84	500	11953.0
GG	85	500	15665.0
GG	86	500	15387.5
GG	87	500	25360.5
GG	88	500	22392.0
GG	89	500	23549.0
GG	90	500	16494.0
GG	91	500	18476.5
GG	92	500	15811.0
GG	93	500	35136.0
GG	94	500	17601.0
GG	95	500	15591.5
GG	96	500	14202.0
GG	97	500	17310.0
GG	98	500	22915.5
GG	99	500	17135.0
GG	100	500	13735.0
